#;activity;batteryLife;color;color_map;current_edge;current_path;destination;distancePerCycle;distanceTraveledBike;heading;index;last_trip_day;last_trip_h;location;name;real_speed;rider;speed;state;states;target;travelledPath
65;1;62791.11162294585;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2370);([road(66),road(67),road(76),road(568),road(9135),road(9136),road(1519),road(1442),road(1438),road(1439),road(1447),road(9732),road(2010),road(2008),road(7520),road(1967),road(1966),road(1915),road(1912),road(1906),road(1904),road(1908),road(1993),road(1989),road(1990),road(1995),road(2017),road(2018),road(2023),road(2048),road(2052),road(2362),road(2524),road(2527),road(9964),road(2373),road(2367),road(2366),road(2370),road(2375),road(2395),road(3116),road(3108),road(3109),road(3112),road(3113)]) as path;{2474.739422140024,2951.6931075672055,0.0};0.0;2354.5008047604797;64.56039126303773;65;1;8;{2472.5916245943126,2947.1779148024793,0.0};'autonomousBike65';2.2222222222222223;people(371);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{2630.409369238623,3076.165152270347,0.0};([polyline ([{2467.8187411593985,2937.144153103088,0.0},{2472.5916245943126,2947.1779148024793,0.0}])]) as path
67;1;57206.254428332235;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2668);([road(3078),road(3076),road(3077),road(3080),road(3141),road(3139),road(3137),road(3135),road(3114),road(3107),road(3106),road(3111),road(3101),road(3098),road(2405),road(2406),road(2411),road(2417),road(2419),road(2456),road(2455),road(2452),road(2451),road(2484),road(2486),road(2490),road(2494),road(2497),road(2495),road(2496),road(2442),road(2438),road(2436),road(2088),road(2084),road(2078),road(2074),road(2075),road(2080),road(7579),road(2097),road(2093),road(2092),road(2095),road(2101),road(2139),road(2137),road(4604),road(4602),road(4676),road(6325),road(6319),road(6317),road(6320),road(9280),road(6312),road(6307),road(6306),road(6310),road(9147),road(9189),road(9186),road(2739),road(2726),road(2720),road(2721),road(2727),road(2757),road(2762),road(8266),road(8263),road(8264),road(2666),road(2662),road(2663),road(2668)]) as path;{618.7267976205271,3002.941709738944,0.0};0.0;2976.5023759646624;120.14343041745465;67;1;9;{621.237629525864,2998.617854613811,0.0};'autonomousBike67';1.3374923131994898;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{625.7795875930259,2993.90764545168,0.0},{625.197395864001,2998.2474774252623,0.0}]),polyline ([{625.197395864001,2998.2474774252623,0.0},{624.0380177287869,3000.2440201174504,0.0}])]) as path
69;1;45090.97700389704;#mediumpurple;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1874);([road(1875),road(1874)]) as path;{3271.447010535012,2146.564972238686,0.0};0.0;8.12134104446544;121.10105256074277;69;1;8;{3274.029755829826,2142.2836842616734,0.0};'autonomousBike69';2.2222222222222223;people(426);1.0;'picking_up_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{3243.853834577577,2130.2211346351964,0.0};([polyline ([{3274.500333903573,2131.4236333899958,0.0},{3275.036695732386,2135.6859485637397,0.0}]),polyline ([{3275.036695732386,2135.6859485637397,0.0},{3274.7908159372746,2141.0221129041165,0.0}]),polyline ([{3274.7908159372746,2141.0221129041165,0.0},{3274.029755829826,2142.2836842616734,0.0}])]) as path
71;1;41794.49788495901;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(6246);([road(4216),road(4220),road(4245),road(4248),road(4255),road(4265),road(4257),road(4184),road(4057),road(4056),road(4183),road(4180),road(4176),road(4174),road(4172),road(4173),road(4303),road(4306),road(4300),road(4298),road(4297),road(4295),road(4286),road(4282),road(4283),road(4290),road(4429),road(4426),road(4420),road(4416),road(4414),road(4408),road(4407),road(4401),road(4396),road(4394),road(4397),road(9460),road(9461),road(9492),road(9490),road(4322),road(4320),road(340),road(341),road(420),road(4564),road(4563),road(8518),road(517),road(518),road(7),road(1),road(2),road(8),road(1774),road(73),road(66),road(67),road(76),road(568),road(9135),road(9136),road(1519),road(1442),road(1438),road(1439),road(1447),road(9732),road(2010),road(2008),road(7520),road(1967),road(1966),road(1915),road(1912),road(1906),road(1904),road(1908),road(1993),road(1989),road(1990),road(1995),road(2017),road(2018),road(2023),road(2048),road(2052),road(2363),road(2525),road(2522),road(2520),road(2467),road(2468),road(2426),road(2423),road(2424),road(2429),road(2474),road(2470),road(2469),road(2472),road(2483),road(2435),road(2432),road(2090),road(2087),road(2083),road(2078),road(2074),road(2075),road(2081),road(4623),road(4619),road(4617),road(4613),road(4607),road(4605),road(4606),road(4609),road(6301),road(6286),road(6285),road(6282),road(5912),road(5911),road(6253),road(6242),road(6239),road(6241),road(6246)]) as path;{1306.7335338224711,3560.4967623189214,0.0};0.0;6324.421400874364;322.3588316551937;71;1;8;{1302.7742786452757,3563.5503337429836,0.0};'autonomousBike71';0.4362588715425405;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1301.0470184495234,3564.8824813666197,0.0},{1302.7742786452757,3563.5503337429836,0.0}])]) as path
73;1;31689.96955265945;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(784);([road(1467),road(1134),road(1129),road(1128),road(1132),road(1422),road(1542),road(1538),road(1539),road(1543),road(1799),road(1801),road(5975),road(10257),road(10253),road(10252),road(9736),road(9733),road(2010),road(2009),road(11151),road(8322),road(1503),road(42),road(43),road(1506),road(1590),road(1585),road(1584),road(1588),road(1610),road(26),road(21),road(20),road(25),road(186),road(179),road(178),road(183),road(737),road(736),road(732),road(731),road(743),road(748),road(749),road(766),road(722),road(718),road(716),road(720),road(784),road(788),road(787),road(786)]) as path;{971.1410792395394,1824.2423979615783,0.0};0.0;3186.7678889925405;207.2261390827608;73;1;8;{975.587117973031,1826.5299161757773,0.0};'autonomousBike73';2.2222222222222223;people(370);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{1007.0659294135985,1718.3442330434918,0.0};([polyline ([{985.4672040474568,1831.6132899851084,0.0},{975.587117973031,1826.5299161757773,0.0}])]) as path
76;1;26901.24102909468;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(3497);([road(8490),road(6180),road(6179),road(8489),road(9502),road(9139),road(4499),road(4495),road(4496),road(4501),road(4503),road(4505),road(4509),road(1061),road(1058),road(1060),road(1067),road(1068),road(955),road(956),road(1072),road(1089),road(8501),road(1096),road(1095),road(9573),road(3497),road(3493),road(3494),road(3498),road(11541),road(12024)]) as path;{3521.849467669182,2916.8097058736753,0.0};0.0;1390.812731092633;175.71853556367927;76;1;8;{3526.8355143564713,2916.436425239068,0.0};'autonomousBike76';2.2222222222222223;people(385);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{3470.4176082221093,2949.1812445465475,0.0};([polyline ([{3537.9150484560023,2915.5993808439703,0.0},{3532.9766764925444,2915.9766668286175,0.0}]),polyline ([{3532.9766764925444,2915.9766668286175,0.0},{3526.8355143564713,2916.436425239068,0.0}])]) as path
78;1;46507.716870695745;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(543);([road(4559),road(9460),road(9461),road(9492),road(9490),road(4322),road(4320),road(340),road(341),road(420),road(4564),road(4563),road(3607),road(3608),road(3651),road(3655),road(1781),road(1377),road(1375),road(276),road(269),road(265),road(264),road(1372),road(8547),road(8548),road(9181),road(592),road(544),road(543)]) as path;{3372.720182253127,798.7579416988199,0.0};0.0;1165.9730640985867;246.52003644006192;78;1;8;{3374.7123239878565,803.3439390067942,0.0};'autonomousBike78';0.8946180901145656;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{3376.494530021818,807.4466551597249,0.0},{3374.7123239878565,803.3439390067942,0.0}])]) as path
80;1;31033.082927490166;#mediumpurple;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(3614);([road(3678),road(3702),road(3707),road(3708),road(3710),road(11422),road(3612),road(3609),road(3610),road(3614),road(414),road(411),road(409)]) as path;{4052.492116521291,1080.443976120916,0.0};0.0;408.44729231338994;41.41757017018538;80;1;8;{4048.7425753300927,1077.1362668145368,0.0};'autonomousBike80';2.2222222222222223;people(425);1.0;'picking_up_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{4171.368637032043,1078.496474644402,0.0};([polyline ([{4040.410261571874,1069.78580168925,0.0},{4048.7425753300927,1077.1362668145368,0.0}])]) as path
81;1;45554.88549447505;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(3547);([road(1808),road(1805),road(1803),road(1800),road(1543),road(1539),road(1538),road(1542),road(1422),road(1132),road(1128),road(1129),road(1134),road(1469),road(1474),road(1463),road(1461),road(1459),road(1455),road(1450),road(75),road(73),road(1774),road(1386),road(1385),road(1384),road(1383),road(1398),road(1378),road(1377),road(1781),road(3655),road(3651),road(3634),road(3631),road(3632),road(3630),road(3622),road(3618),road(3619),road(3624),road(9830),road(9833),road(3684),road(3685),road(3555),road(3548),road(3547)]) as path;{4066.2316922581904,683.5182539202852,0.0};0.0;1869.7159079291803;319.644019574484;81;1;8;{4062.421512135639,686.755927071441,0.0};'autonomousBike81';0.4172108277822201;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{4060.9146861745344,688.2041870255799,0.0},{4062.5043345774634,686.853394730098,0.0}])]) as path
83;1;59594.12970749227;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1165);([road(9462),road(9461),road(9492),road(9490),road(4322),road(4320),road(340),road(341),road(420),road(4564),road(4563),road(8518),road(517),road(518),road(7),road(5),road(1396),road(1397),road(1382),road(565),road(556),road(557),road(573),road(575),road(203),road(205),road(217),road(214),road(216),road(223),road(9869),road(1567),road(1558),road(1556),road(45),road(46),road(1509),road(1508),road(1513),road(1613),road(1609),road(26),road(27),road(1615),road(1616),road(1617),road(1621),road(1618),road(1620),road(1624),road(1720),road(1191),road(1188),road(1144),road(1140),road(1139),road(1142),road(1148),road(1153),road(1165)]) as path;{1608.87552162661,1920.1796168204485,0.0};0.0;3059.765263322984;144.25667583333018;83;1;9;{1612.933731878933,1917.2588413159053,0.0};'autonomousBike83';0.4383903556303145;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1613.9106060301215,1914.8637930883729,0.0},{1612.131525794383,1916.1442329005258,0.0}])]) as path
89;1;22624.465224695192;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(8372);([road(3956),road(3943),road(3942),road(3509),road(3508),road(3602),road(3601),road(3752),road(3751),road(3755),road(4096),road(4090),road(4089),road(4095),road(4418),road(4392),road(4391),road(4439),road(4353),road(4345),road(4343),road(4349),road(4367),road(4363),road(4364),road(4369),road(323),road(317),road(318),road(327),road(330),road(9496),road(8436),road(8426),road(8422),road(8424),road(8428),road(6125),road(6119),road(6117),road(6121),road(8366),road(8367),road(8372)]) as path;{4522.929465721987,2191.534151144602,0.0};0.0;2398.136707948211;186.57196683251004;89;1;8;{4527.896610132593,2192.1064066855856,0.0};'autonomousBike89';0.28049585651823233;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{4529.289873558496,2192.266921993701,0.0},{4527.896610132593,2192.1064066855856,0.0}])]) as path
93;1;27053.12484216784;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1228);([road(67),road(63),road(51),road(50),road(58),road(1394),road(1500),road(36),road(32),road(33),road(39),road(1507),road(1508),road(1513),road(1613),road(1609),road(26),road(27),road(1615),road(1616),road(1617),road(1621),road(1618),road(1620),road(1624),road(1720),road(1191),road(1188),road(1144),road(1140),road(1139),road(1142),road(1148),road(1151),road(1159),road(1168),road(1175),road(1238),road(1227),road(1228),road(1229),road(1231),road(1323),road(1325),road(11027),road(9098),road(1308),road(1309),road(9100),road(1328),road(1329),road(10087),road(10088),road(10609),road(2611),road(2600),road(2601),road(8282),road(8280),road(8278),road(8279),road(8273),road(8270)]) as path;{1325.6817960847131,2088.4532988213055,0.0};0.0;3575.0941818423944;149.24964790442272;93;1;8;{1329.9788124320787,2085.8968069847306,0.0};'autonomousBike93';2.2222222222222223;people(372);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{563.3378780854733,2330.088464032992,0.0};([polyline ([{1339.5277376484464,2080.215714014564,0.0},{1329.9788124320787,2085.8968069847306,0.0}])]) as path
96;1;58275.44080776613;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(6911);([road(269),road(276),road(1375),road(1377),road(1781),road(3655),road(3651),road(3608),road(3607),road(4563),road(4562),road(9511),road(9512),road(10833),road(10028),road(10018),road(10017),road(10015),road(10016),road(10005),road(10006),road(10024),road(10023),road(11291),road(11292),road(313),road(306),road(305),road(311),road(4324),road(4328),road(11270),road(11269),road(320),road(315),road(318),road(327),road(330),road(9496),road(8436),road(8426),road(8422),road(8424),road(8428),road(6125),road(6119),road(6118),road(6123),road(6134),road(6128),road(6126),road(6130),road(6138),road(6136),road(6142),road(9739),road(8986),road(6897),road(6896),road(5027),road(5029),road(10882),road(6450),road(6448),road(10893),road(10892),road(10895),road(6911),road(6910)]) as path;{5404.622129615239,3138.8866649625743,0.0};0.0;3658.891084921678;271.1815001945925;96;1;8;{5404.519031579762,3143.8856019290783,0.0};'autonomousBike96';1.2090708761703595;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{5403.673355108799,3149.386712690385,0.0},{5403.916064979101,3149.5979670220986,0.0}]),polyline ([{5403.916064979101,3149.5979670220986,0.0},{5404.034083022881,3143.875600353972,0.0}])]) as path
